,pais,Edad,Educacion,Corrupcion,Democracia,Sexo,Satisfaccion,Economia,Educacion_Niveles,Gini,Cor.politic,PIB
21,Argentina,62,2,3,3,Hombre,2,3,Básica,42.27999878,0.526629627,15102.61035
22,Argentina,28,12,4,3,Hombre,1,2,Media/secundaria,42.27999878,0.526629627,15102.61035
23,Argentina,59,0,3,2,Hombre,1,1,Sin estudios,42.27999878,0.526629627,15102.61035
24,Argentina,85,2,5,1,Mujer,1,3,Básica,42.27999878,0.526629627,15102.61035
25,Argentina,38,12,5,3,Mujer,3,3,Media/secundaria,42.27999878,0.526629627,15102.61035
26,Argentina,46,12,4,3,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
27,Argentina,38,7,5,2,Hombre,1,1,Media/secundaria,42.27999878,0.526629627,15102.61035
28,Argentina,43,7,2,1,Mujer,4,3,Media/secundaria,42.27999878,0.526629627,15102.61035
29,Argentina,50,7,3,2,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
30,Argentina,60,5,5,3,Hombre,1,3,Básica,42.27999878,0.526629627,15102.61035
31,Argentina,77,3,5,4,Mujer,1,2,Básica,42.27999878,0.526629627,15102.61035
32,Argentina,38,9,4,2,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
33,Argentina,33,10,3,3,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
34,Argentina,43,7,4,3,Mujer,3,3,Media/secundaria,42.27999878,0.526629627,15102.61035
35,Argentina,63,3,5,3,Mujer,3,3,Básica,42.27999878,0.526629627,15102.61035
36,Argentina,27,12,4,2,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
37,Argentina,28,8,5,3,Hombre,3,3,Media/secundaria,42.27999878,0.526629627,15102.61035
38,Argentina,25,7,4,2,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
39,Argentina,53,7,2,2,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
40,Argentina,42,7,2,2,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
41,Argentina,21,13,5,3,Mujer,1,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
42,Argentina,17,11,2,2,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
43,Argentina,42,9,4,3,Mujer,3,3,Media/secundaria,42.27999878,0.526629627,15102.61035
44,Argentina,24,12,4,3,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
45,Argentina,24,12,4,3,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
46,Argentina,34,8,4,2,Mujer,1,2,Media/secundaria,42.27999878,0.526629627,15102.61035
47,Argentina,57,7,4,2,Mujer,4,3,Media/secundaria,42.27999878,0.526629627,15102.61035
48,Argentina,42,6,5,3,Mujer,2,3,Básica,42.27999878,0.526629627,15102.61035
49,Argentina,44,7,4,2,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
50,Argentina,26,9,4,3,Hombre,1,1,Media/secundaria,42.27999878,0.526629627,15102.61035
51,Argentina,29,9,1,2,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
52,Argentina,58,2,2,2,Mujer,2,3,Básica,42.27999878,0.526629627,15102.61035
53,Argentina,46,12,5,3,Mujer,3,3,Media/secundaria,42.27999878,0.526629627,15102.61035
54,Argentina,49,3,4,3,Hombre,2,3,Básica,42.27999878,0.526629627,15102.61035
55,Argentina,26,11,5,1,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
56,Argentina,53,1,3,1,Hombre,2,2,Básica,42.27999878,0.526629627,15102.61035
57,Argentina,69,3,5,3,Hombre,1,1,Básica,42.27999878,0.526629627,15102.61035
58,Argentina,16,8,3,1,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
59,Argentina,21,10,4,3,Mujer,2,1,Media/secundaria,42.27999878,0.526629627,15102.61035
60,Argentina,54,7,5,2,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
61,Argentina,58,3,4,3,Mujer,3,3,Básica,42.27999878,0.526629627,15102.61035
62,Argentina,30,7,5,1,Mujer,1,1,Media/secundaria,42.27999878,0.526629627,15102.61035
63,Argentina,49,12,5,3,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
64,Argentina,68,3,2,4,Hombre,1,2,Básica,42.27999878,0.526629627,15102.61035
65,Argentina,26,8,2,4,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
66,Argentina,26,7,5,3,Mujer,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
67,Argentina,46,10,4,2,Mujer,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
68,Argentina,30,12,4,4,Mujer,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
69,Argentina,33,17,4,3,Mujer,2,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
70,Argentina,32,12,4,3,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
71,Argentina,79,6,4,2,Mujer,1,2,Básica,42.27999878,0.526629627,15102.61035
72,Argentina,58,10,3,2,Hombre,2,2,Media/secundaria,42.27999878,0.526629627,15102.61035
73,Argentina,46,3,3,2,Mujer,1,3,Básica,42.27999878,0.526629627,15102.61035
74,Argentina,27,6,5,4,Mujer,1,3,Básica,42.27999878,0.526629627,15102.61035
75,Argentina,57,7,4,2,Mujer,2,2,Media/secundaria,42.27999878,0.526629627,15102.61035
76,Argentina,46,7,4,2,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
77,Argentina,66,3,5,4,Mujer,3,2,Básica,42.27999878,0.526629627,15102.61035
78,Argentina,54,5,2,3,Hombre,1,3,Básica,42.27999878,0.526629627,15102.61035
79,Argentina,48,12,2,2,Mujer,2,2,Media/secundaria,42.27999878,0.526629627,15102.61035
80,Argentina,47,7,3,2,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
81,Argentina,17,11,3,3,Mujer,3,3,Media/secundaria,42.27999878,0.526629627,15102.61035
82,Argentina,50,7,5,1,Mujer,1,1,Media/secundaria,42.27999878,0.526629627,15102.61035
83,Argentina,30,8,5,2,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
84,Argentina,17,12,2,4,Mujer,2,2,Media/secundaria,42.27999878,0.526629627,15102.61035
85,Argentina,30,9,4,3,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
86,Argentina,68,2,4,2,Hombre,2,3,Básica,42.27999878,0.526629627,15102.61035
87,Argentina,30,12,2,2,Mujer,1,2,Media/secundaria,42.27999878,0.526629627,15102.61035
88,Argentina,27,16,3,3,Hombre,1,2,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
89,Argentina,44,12,3,4,Mujer,1,1,Media/secundaria,42.27999878,0.526629627,15102.61035
90,Argentina,51,12,5,3,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
91,Argentina,48,7,4,3,Hombre,1,2,Media/secundaria,42.27999878,0.526629627,15102.61035
92,Argentina,32,12,5,3,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
93,Argentina,18,7,4,2,Hombre,2,2,Media/secundaria,42.27999878,0.526629627,15102.61035
94,Argentina,69,6,3,3,Hombre,2,2,Básica,42.27999878,0.526629627,15102.61035
95,Argentina,37,11,5,4,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
96,Argentina,24,12,4,2,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
97,Argentina,35,7,4,2,Hombre,1,2,Media/secundaria,42.27999878,0.526629627,15102.61035
98,Argentina,25,12,3,1,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
99,Argentina,38,9,1,2,Mujer,1,1,Media/secundaria,42.27999878,0.526629627,15102.61035
100,Argentina,17,11,4,2,Mujer,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
101,Argentina,34,13,3,2,Hombre,2,2,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
102,Argentina,36,12,3,2,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
103,Argentina,36,12,3,3,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
104,Argentina,29,7,4,3,Hombre,1,2,Media/secundaria,42.27999878,0.526629627,15102.61035
105,Argentina,19,9,5,3,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
106,Argentina,49,12,3,1,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
107,Argentina,60,15,5,4,Mujer,2,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
108,Argentina,65,7,3,2,Hombre,2,1,Media/secundaria,42.27999878,0.526629627,15102.61035
109,Argentina,23,12,3,2,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
110,Argentina,30,12,3,3,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
111,Argentina,21,7,1,1,Mujer,3,3,Media/secundaria,42.27999878,0.526629627,15102.61035
112,Argentina,37,15,3,3,Hombre,1,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
113,Argentina,18,10,4,3,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
114,Argentina,23,13,3,3,Mujer,2,2,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
115,Argentina,19,7,2,2,Hombre,2,2,Media/secundaria,42.27999878,0.526629627,15102.61035
116,Argentina,33,12,3,2,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
117,Argentina,55,7,5,2,Hombre,1,1,Media/secundaria,42.27999878,0.526629627,15102.61035
118,Argentina,67,7,3,2,Mujer,2,2,Media/secundaria,42.27999878,0.526629627,15102.61035
119,Argentina,29,15,4,2,Mujer,1,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
120,Argentina,49,4,3,2,Hombre,2,3,Básica,42.27999878,0.526629627,15102.61035
121,Argentina,45,7,4,3,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
122,Argentina,28,12,5,3,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
123,Argentina,20,14,4,2,Mujer,1,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
124,Argentina,50,17,3,3,Mujer,1,1,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
125,Argentina,40,14,4,2,Mujer,1,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
126,Argentina,18,8,3,3,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
127,Argentina,19,12,4,2,Hombre,2,2,Media/secundaria,42.27999878,0.526629627,15102.61035
128,Argentina,55,12,3,3,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
129,Argentina,39,9,3,3,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
130,Argentina,18,12,4,1,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
131,Argentina,62,7,5,4,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
132,Argentina,51,16,3,3,Mujer,3,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
133,Argentina,19,12,3,3,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
134,Argentina,20,14,4,2,Mujer,1,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
135,Argentina,62,12,4,3,Mujer,2,2,Media/secundaria,42.27999878,0.526629627,15102.61035
136,Argentina,54,9,4,2,Hombre,3,3,Media/secundaria,42.27999878,0.526629627,15102.61035
137,Argentina,71,6,2,2,Mujer,2,2,Básica,42.27999878,0.526629627,15102.61035
138,Argentina,68,9,4,2,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
139,Argentina,44,15,4,2,Hombre,2,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
140,Argentina,44,12,4,4,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
141,Argentina,16,11,2,3,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
142,Argentina,41,13,4,3,Mujer,1,1,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
143,Argentina,43,12,4,3,Hombre,2,2,Media/secundaria,42.27999878,0.526629627,15102.61035
144,Argentina,56,13,5,3,Hombre,1,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
145,Argentina,31,18,4,2,Hombre,1,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
146,Argentina,63,17,2,4,Hombre,2,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
147,Argentina,59,7,3,3,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
148,Argentina,34,12,5,3,Hombre,1,2,Media/secundaria,42.27999878,0.526629627,15102.61035
149,Argentina,69,7,5,3,Mujer,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
150,Argentina,64,1,4,2,Mujer,3,1,Básica,42.27999878,0.526629627,15102.61035
151,Argentina,60,4,3,2,Hombre,1,2,Básica,42.27999878,0.526629627,15102.61035
152,Argentina,16,10,3,3,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
153,Argentina,25,15,5,2,Mujer,2,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
154,Argentina,57,15,4,2,Mujer,1,1,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
155,Argentina,20,12,4,3,Mujer,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
156,Argentina,58,13,4,3,Hombre,1,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
157,Argentina,18,12,4,2,Hombre,2,2,Media/secundaria,42.27999878,0.526629627,15102.61035
158,Argentina,68,7,3,3,Hombre,1,1,Media/secundaria,42.27999878,0.526629627,15102.61035
159,Argentina,68,12,5,2,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
160,Argentina,76,12,2,2,Hombre,1,1,Media/secundaria,42.27999878,0.526629627,15102.61035
161,Argentina,58,14,5,2,Hombre,2,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
162,Argentina,32,8,4,3,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
163,Argentina,49,10,4,2,Mujer,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
164,Argentina,31,9,3,2,Mujer,3,3,Media/secundaria,42.27999878,0.526629627,15102.61035
165,Argentina,33,12,5,3,Hombre,1,2,Media/secundaria,42.27999878,0.526629627,15102.61035
166,Argentina,19,15,4,3,Mujer,1,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
167,Argentina,47,14,3,3,Hombre,2,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
168,Argentina,39,7,5,4,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
169,Argentina,41,16,3,3,Hombre,1,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
170,Argentina,46,12,4,2,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
171,Argentina,34,15,4,3,Hombre,2,2,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
172,Argentina,52,12,4,3,Mujer,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
173,Argentina,52,12,5,1,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
174,Argentina,83,6,4,3,Mujer,2,1,Básica,42.27999878,0.526629627,15102.61035
175,Argentina,18,11,4,4,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
176,Argentina,68,6,4,3,Mujer,2,3,Básica,42.27999878,0.526629627,15102.61035
177,Argentina,51,7,5,2,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
178,Argentina,35,9,4,2,Hombre,3,3,Media/secundaria,42.27999878,0.526629627,15102.61035
179,Argentina,35,7,4,3,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
180,Argentina,37,15,4,3,Mujer,1,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
181,Argentina,32,7,3,3,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
182,Argentina,50,8,4,4,Mujer,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
183,Argentina,74,6,4,3,Mujer,4,3,Básica,42.27999878,0.526629627,15102.61035
184,Argentina,51,6,4,2,Hombre,4,3,Básica,42.27999878,0.526629627,15102.61035
185,Argentina,66,4,3,2,Mujer,1,2,Básica,42.27999878,0.526629627,15102.61035
186,Argentina,35,12,2,1,Mujer,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
187,Argentina,65,7,4,3,Mujer,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
188,Argentina,30,12,4,4,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
189,Argentina,43,16,3,2,Mujer,1,1,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
190,Argentina,31,13,3,2,Hombre,2,2,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
191,Argentina,34,12,4,3,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
192,Argentina,38,9,4,3,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
193,Argentina,50,12,4,2,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
194,Argentina,45,12,5,4,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
195,Argentina,16,11,3,2,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
196,Argentina,51,15,4,4,Hombre,2,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
197,Argentina,29,12,4,3,Mujer,2,1,Media/secundaria,42.27999878,0.526629627,15102.61035
198,Argentina,19,13,4,2,Hombre,2,2,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
199,Argentina,37,15,5,2,Mujer,2,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
200,Argentina,30,12,4,3,Mujer,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
201,Argentina,18,11,4,3,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
202,Argentina,56,12,3,2,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
203,Argentina,63,5,5,2,Hombre,2,3,Básica,42.27999878,0.526629627,15102.61035
204,Argentina,23,16,3,3,Hombre,1,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
205,Argentina,55,7,4,3,Mujer,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
206,Argentina,41,14,4,3,Hombre,1,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
207,Argentina,31,13,5,2,Hombre,1,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
208,Argentina,29,10,4,2,Mujer,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
209,Argentina,20,11,2,1,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
210,Argentina,39,12,4,3,Mujer,2,2,Media/secundaria,42.27999878,0.526629627,15102.61035
211,Argentina,33,12,5,3,Mujer,3,2,Media/secundaria,42.27999878,0.526629627,15102.61035
212,Argentina,58,9,5,2,Hombre,1,1,Media/secundaria,42.27999878,0.526629627,15102.61035
213,Argentina,21,15,5,4,Hombre,1,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
214,Argentina,34,13,5,1,Hombre,1,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
215,Argentina,41,12,4,2,Hombre,1,1,Media/secundaria,42.27999878,0.526629627,15102.61035
216,Argentina,21,10,3,2,Mujer,1,2,Media/secundaria,42.27999878,0.526629627,15102.61035
217,Argentina,70,6,5,3,Mujer,2,3,Básica,42.27999878,0.526629627,15102.61035
218,Argentina,44,15,4,2,Mujer,1,1,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
219,Argentina,68,15,2,3,Mujer,1,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
220,Argentina,30,7,3,3,Mujer,3,3,Media/secundaria,42.27999878,0.526629627,15102.61035
221,Argentina,19,14,4,3,Hombre,2,2,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
222,Argentina,50,14,3,3,Hombre,1,2,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
223,Argentina,29,13,4,3,Mujer,2,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
224,Argentina,25,12,4,1,Mujer,1,1,Media/secundaria,42.27999878,0.526629627,15102.61035
225,Argentina,62,18,3,2,Mujer,1,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
226,Argentina,36,12,3,2,Hombre,1,2,Media/secundaria,42.27999878,0.526629627,15102.61035
227,Argentina,27,3,3,4,Hombre,1,3,Básica,42.27999878,0.526629627,15102.61035
228,Argentina,66,7,4,2,Mujer,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
229,Argentina,34,7,4,3,Mujer,2,2,Media/secundaria,42.27999878,0.526629627,15102.61035
230,Argentina,29,14,3,2,Hombre,2,2,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
231,Argentina,26,8,5,4,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
232,Argentina,47,10,4,4,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
233,Argentina,18,12,4,3,Mujer,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
234,Argentina,61,16,3,2,Mujer,2,1,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
235,Argentina,76,3,3,2,Hombre,2,3,Básica,42.27999878,0.526629627,15102.61035
236,Argentina,25,14,5,2,Mujer,2,2,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
237,Argentina,33,12,3,4,Mujer,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
238,Argentina,54,8,5,4,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
239,Argentina,38,9,3,1,Hombre,1,2,Media/secundaria,42.27999878,0.526629627,15102.61035
240,Argentina,30,12,5,3,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
241,Argentina,38,12,2,3,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
242,Argentina,51,17,4,2,Hombre,1,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
243,Argentina,60,4,3,2,Mujer,2,2,Básica,42.27999878,0.526629627,15102.61035
244,Argentina,16,12,3,2,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
245,Argentina,32,9,5,4,Mujer,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
246,Argentina,59,11,3,2,Hombre,3,3,Media/secundaria,42.27999878,0.526629627,15102.61035
247,Argentina,24,11,4,2,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
248,Argentina,68,18,3,2,Mujer,1,1,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
249,Argentina,33,8,5,2,Hombre,2,1,Media/secundaria,42.27999878,0.526629627,15102.61035
250,Argentina,19,12,3,3,Hombre,2,2,Media/secundaria,42.27999878,0.526629627,15102.61035
251,Argentina,45,15,4,3,Mujer,1,2,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
252,Argentina,19,13,4,2,Hombre,1,1,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
253,Argentina,68,16,3,2,Mujer,2,2,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
254,Argentina,18,11,3,2,Mujer,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
255,Argentina,65,17,2,3,Mujer,1,1,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
256,Argentina,28,12,3,2,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
257,Argentina,55,7,4,3,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
258,Argentina,86,7,2,4,Mujer,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
259,Argentina,16,10,4,2,Hombre,1,2,Media/secundaria,42.27999878,0.526629627,15102.61035
260,Argentina,29,14,4,2,Mujer,1,2,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
261,Argentina,30,13,4,4,Mujer,1,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
262,Argentina,27,11,4,2,Mujer,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
263,Argentina,43,15,3,2,Hombre,2,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
264,Argentina,45,15,2,2,Hombre,2,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
265,Argentina,43,13,5,3,Mujer,2,2,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
266,Argentina,32,9,3,4,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
267,Argentina,31,12,4,3,Hombre,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
268,Argentina,35,18,4,2,Hombre,1,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
269,Argentina,34,15,3,2,Hombre,1,1,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
270,Argentina,60,15,2,2,Hombre,1,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
271,Argentina,37,12,4,3,Mujer,2,3,Media/secundaria,42.27999878,0.526629627,15102.61035
272,Argentina,38,6,4,3,Hombre,3,3,Básica,42.27999878,0.526629627,15102.61035
273,Argentina,30,10,5,3,Mujer,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
274,Argentina,21,16,5,2,Mujer,2,3,Educación superior/postgrados,42.27999878,0.526629627,15102.61035
275,Argentina,66,9,4,2,Hombre,1,3,Media/secundaria,42.27999878,0.526629627,15102.61035
276,Argentina,75,6,2,2,Hombre,1,3,Básica,42.27999878,0.526629627,15102.61035
